"input_text","_source","gold","text"
"The primacy of either species or functional group richness effects depended on the sequence of testing these terms , indicating that both aspects of richness were congruent and complementary to expected strong effects of legume presence and @ORGANISM$ presence on plant @QUALITY$ .","entity_pair","NA","Herb layer includes all @ORGANISM$ and individuals below 1m @QUALITY$ ."
"The primacy of either species or functional group richness effects depended on the sequence of testing these terms , indicating that both aspects of richness were congruent and complementary to expected strong effects of legume presence and @ORGANISM$ presence on plant @QUALITY$ .","entity_pair","NA","All of the biodiversity components , except Bacteria and @ORGANISM$ , displayed a decreasing pattern with increasing water @QUALITY$ , but to a different extent for each component ."
"The primacy of either species or functional group richness effects depended on the sequence of testing these terms , indicating that both aspects of richness were congruent and complementary to expected strong effects of legume presence and @ORGANISM$ presence on plant @QUALITY$ .","entity_pair","NA","Biotic variables included species richness , functional diversity , competition index , the dbh of the target @ORGANISM$ and mean upper @QUALITY$ , while the abiotic variables were slope inclination , slope aspect and soil depth ."
"Specific regulations are in place relating to @ORGANISM$ ( Crassostrea gigas ) to prevent the introduction of ostreid herpesvirus into certain areas of Ireland and the @LOCATION$ .","entity_pair","OCCUR_IN","@ORGANISM$ pollination and self-incompatibility in edible and/or medicinal crops in @LOCATION$ , a global hotspot of biodiversity ."
"Specific regulations are in place relating to @ORGANISM$ ( Crassostrea gigas ) to prevent the introduction of ostreid herpesvirus into certain areas of Ireland and the @LOCATION$ .","entity_pair","HAVE","Species name ; Datagroup description : Scientific plant species name ; Source : @ORGANISM$ of @LOCATION$ ; Datagroup description : Scientific plant species name Date time information ( Year_Collected ) , Year_Collected Date time information , given as year or as date or as date time ."
"Specific regulations are in place relating to @ORGANISM$ ( Crassostrea gigas ) to prevent the introduction of ostreid herpesvirus into certain areas of Ireland and the @LOCATION$ .","entity_pair","NA","( species : @ORGANISM$ ) The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) ."
"Specific regulations are in place relating to @ORGANISM$ ( Crassostrea gigas ) to prevent the introduction of ostreid herpesvirus into certain areas of Ireland and the @LOCATION$ .","entity_pair","NA","Source : Last updated at : 1/6/2020 PDDL downtown_tree_inventory_2013 objectid OBJECTID number # decimal objectid tree_id TREE_ID number # decimal tree_id address ADDRESS string # string address species SPECIES string # string species com_name COM_NAME string # string com_name dbh DBH number # decimal dbh height HEIGHT number # decimal height condition CONDITION string # string condition land_type LAND_TYPE string # string land_type park_name PARK_NAME string # string park_name x X number # decimal x y Y number # decimal y data/downtown_tree_inventory_2013.csv csv downtown_tree_inventory_2013_1 the_geom the_geom string # string the_geom objectid OBJECTID integer # integer objectid tree_id TREE_ID integer # integer tree_id address ADDRESS string # string address species SPECIES string # string species com_name COM_NAME string # string com_name dbh DBH integer # integer dbh height HEIGHT integer # integer height condition CONDITION string # string condition land_type LAND_TYPE string # string land_type park_name PARK_NAME string # string park_name x X number # decimal x y Y number # decimal y data/downtown_tree_inventory_2013_1.csv csv original/Downtown_Tree_Inventory_2013.cpg original/Downtown_Tree_Inventory_2013.cpg cpg text/plain 5 original/Downtown_Tree_Inventory_2013.dbf original/Downtown_Tree_Inventory_2013.dbf dbf application/dbf 2663093 original/Downtown_Tree_Inventory_2013.prj original/Downtown_Tree_Inventory_2013.prj prj text/plain 583 original/Downtown_Tree_Inventory_2013.sbn original/Downtown_Tree_Inventory_2013.sbn sbn application/x-shapefile 70604 original/Downtown_Tree_Inventory_2013.sbx original/Downtown_Tree_Inventory_2013.sbx sbx application/x-shapefile 4380 original/Downtown_Tree_Inventory_2013.shp original/Downtown_Tree_Inventory_2013.shp shp application/x-shapefile 204360 original/Downtown_Tree_Inventory_2013.shp.xml original/Downtown_Tree_Inventory_2013.shp.xml xml application/xml 107387 original/Downtown_Tree_Inventory_2013.shx original/Downtown_Tree_Inventory_2013.shx shx application/x-shapefile 58460 original/downtown-tree-inventory-2013-1.csv original/downtown-tree-inventory-2013-1.csv csv text/csv 1137225 original/downtown-tree-inventory-2013-2-2.xml original/downtown-tree-inventory-2013-2-2.xml xml application/xml 6061558 downtown @ORGANISM$ inventory central business district cbd arborist urban forest @LOCATION$ and maps"
"Specific regulations are in place relating to @ORGANISM$ ( Crassostrea gigas ) to prevent the introduction of ostreid herpesvirus into certain areas of Ireland and the @LOCATION$ .","entity_pair","NA","Other uncommon sarma preparations were based on lightly toxic taxa , such as potato leaves in NE Albania , leaves of Arum , Convolvulus , and Smilax @ORGANISM$ in Turkey , of Phytolacca americana in Macedonia , and of Tussilago farfara in diverse @LOCATION$ ."
"The model considers that local extinction risk is defined by patch size , and immigration rates by @ENVIRONMENT$ , and that the recovery from local @ORGANISM$ losses depends upon the landscape species pool .","entity_pair","OCCUR_IN","We draw on a spatially-replicated dataset on Atlantic forest small mammals , consisting of 16 sampling sites divided between forests and matrix habitats in each of five 3600-ha landscapes ( varying from 5 % to 45 % @ENVIRONMENT$ cover ) , and on an a priori classification of @ORGANISM$ into habitat requirement categories ( forest specialists , habitat generalists and open-area specialists ) ."
"The model considers that local extinction risk is defined by patch size , and immigration rates by @ENVIRONMENT$ , and that the recovery from local @ORGANISM$ losses depends upon the landscape species pool .","entity_pair","HAVE","There is no enhancement of biological productivity over the MAR ; @ENVIRONMENT$ @ORGANISM$ are replaced by benthic fauna otherwise unable to survive in the mid ocean ."
"The model considers that local extinction risk is defined by patch size , and immigration rates by @ENVIRONMENT$ , and that the recovery from local @ORGANISM$ losses depends upon the landscape species pool .","entity_pair","NA","Here , we employ meta-analysis to provide a quantitative assessment of the effects of changes in land use and land management across a range of successional/extensification transitions ( conventional arable Ã¢â â no or reduced tillage Ã¢â â grassland Ã¢â â @ENVIRONMENT$ ) on community metrics for two functionally important soil taxa , @ORGANISM$ and fungi ."
"The model considers that local extinction risk is defined by patch size , and immigration rates by @ENVIRONMENT$ , and that the recovery from local @ORGANISM$ losses depends upon the landscape species pool .","entity_pair","NA","In a grassland biodiversity experiment , we addressed this gap by assessing @ENVIRONMENT$ decomposer and herbivore communities and linking their abundance and diversity to rates of decomposition and @ORGANISM$ ."
"The model considers that local extinction risk is defined by patch size , and immigration rates by @ENVIRONMENT$ , and that the recovery from local @ORGANISM$ losses depends upon the landscape species pool .","entity_pair","NA","Restoring stable @ENVIRONMENT$ functions also requires multiple @ORGANISM$ ."
"While research often focuses on how variation in @QUALITY$ influences @ENVIRONMENT$ processes , assessing species richness in a food web context can provide further insight into the relationship between diversity and ecosystem functioning and elucidate potential mechanisms underpinning this relationship .","entity_pair","INFLUENCE","The MAR , 3,704,404 km2 in area , accounts for 44.7 % lower bathyal habitat ( 800Ã¢â¬â3500 m depth ) in the North Atlantic and is dominated by fine soft sediment substrate ( 95 % of @QUALITY$ ) on a series of flat terraces with intervening slopes either side of the ridge axis contributing to @ENVIRONMENT$ heterogeneity ."
"While research often focuses on how variation in @QUALITY$ influences @ENVIRONMENT$ processes , assessing species richness in a food web context can provide further insight into the relationship between diversity and ecosystem functioning and elucidate potential mechanisms underpinning this relationship .","entity_pair","HAVE","depth ( lower boundary ) of soil horizon @QUALITY$ ( csa ) , Mass % csa Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
"While research often focuses on how variation in @QUALITY$ influences @ENVIRONMENT$ processes , assessing species richness in a food web context can provide further insight into the relationship between diversity and ecosystem functioning and elucidate potential mechanisms underpinning this relationship .","entity_pair","NA","Causes , consequences , and perspectives in the variations of intestinal @QUALITY$ of colonization of multidrug-resistant enterobacteria The intestinal microbiota is a complex @ENVIRONMENT$ that hosts 1013 to 1014 bacteria ."
"While research often focuses on how variation in @QUALITY$ influences @ENVIRONMENT$ processes , assessing species richness in a food web context can provide further insight into the relationship between diversity and ecosystem functioning and elucidate potential mechanisms underpinning this relationship .","entity_pair","NA","Given limitations in using organ-level traits to predict ecological performance of species , recent advances using tolerances of low resource availability as plant functional @QUALITY$ are revealing the often hidden roles these factors have in structuring @ENVIRONMENT$ and are becoming central to classifying plants ecologically ."
"While research often focuses on how variation in @QUALITY$ influences @ENVIRONMENT$ processes , assessing species richness in a food web context can provide further insight into the relationship between diversity and ecosystem functioning and elucidate potential mechanisms underpinning this relationship .","entity_pair","NA","The main factors driving climate change vulnerability were low genetic variation , dependence on a particular disturbance regime and reliance on a particular @QUALITY$ regime or @ENVIRONMENT$ ."
"On each @ORGANISM$ , seven leaves on three randomly selected branches from different parts of the @ENVIRONMENT$ ( #ERROR! 21 leaves per tree ) were visually inspected .","entity_pair","OCCUR_IN","The effects of weather on fungal abundance and richness among 25 communities in the Intermountain West Background Because moisture and temperature influence the growth of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of @ORGANISM$ in @ENVIRONMENT$ with different climate conditions ."
"On each @ORGANISM$ , seven leaves on three randomly selected branches from different parts of the @ENVIRONMENT$ ( #ERROR! 21 leaves per tree ) were visually inspected .","entity_pair","HAVE","By using trait-based neighbourhood models , we quantified changes in aboveground wood productivity of 3397 trees that were planted in a large-scale @ORGANISM$ diversity experiment in @ENVIRONMENT$ China across gradients of neighbourhood diversity and climatic conditions over a six-year period ."
"On each @ORGANISM$ , seven leaves on three randomly selected branches from different parts of the @ENVIRONMENT$ ( #ERROR! 21 leaves per tree ) were visually inspected .","entity_pair","NA","Plant Diversity Impacts Decomposition and @ORGANISM$ via Changes in Aboveground Arthropods Loss of plant diversity influences essential @ENVIRONMENT$ processes as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
"On each @ORGANISM$ , seven leaves on three randomly selected branches from different parts of the @ENVIRONMENT$ ( #ERROR! 21 leaves per tree ) were visually inspected .","entity_pair","NA","Identifying management approaches that maintain native @ORGANISM$ and associated ecological processes within @ENVIRONMENT$ is therefore a priority ."
"On each @ORGANISM$ , seven leaves on three randomly selected branches from different parts of the @ENVIRONMENT$ ( #ERROR! 21 leaves per tree ) were visually inspected .","entity_pair","NA","-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( @ORGANISM$ , @ENVIRONMENT$ debris ) ."
"Mass % of 8 grain size classes of @MATTER$ < 2 mm from @ENVIRONMENT$ of each soil profile per CSP .","entity_pair","OCCUR_IN","-- d ) Compare species-specific sensitivities to snowbreak as a trait i ) Calculate the likelihood of being subject to snowbreak given the species , size and potentially the relative position using logistic regression ii ) Calculate the likelihood of snag survival ; this requires re-sampling iii ) Estimate the down-slope transport of deadwood pieces iv ) Estimate the time it takes for @MATTER$ to collapse and touch the @ENVIRONMENT$ floor -- -- - File asset Plot_skizze.pdf : plot sketch how the debris objects are selected - File asset sp10 CWD_protocol_Gutianshan_AF_20081215_kn.doc : Inventory protocol , should be included into methods -- -- - 2 ) Objective allometries : use some of the downed or alive trees to establish coarse allometries to estimate volume of the remaining intems"
"Mass % of 8 grain size classes of @MATTER$ < 2 mm from @ENVIRONMENT$ of each soil profile per CSP .","entity_pair","HAVE","@MATTER$ and gravels in ( 2 ) @ENVIRONMENT$ ( e.g . ."
"Mass % of 8 grain size classes of @MATTER$ < 2 mm from @ENVIRONMENT$ of each soil profile per CSP .","entity_pair","NA","( clay : @MATTER$ : < 2ÃŽÂ¼m ) dimensionless real Grain size distribution Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
"Mass % of 8 grain size classes of @MATTER$ < 2 mm from @ENVIRONMENT$ of each soil profile per CSP .","entity_pair","NA","We used the preservative @MATTER$ added to field collected organisms ( live sorted bulk @ENVIRONMENT$ ) as a source of community DNA for NGS environmental barcoding ."
"Mass % of 8 grain size classes of @MATTER$ < 2 mm from @ENVIRONMENT$ of each soil profile per CSP .","entity_pair","NA","Using a combination of @MATTER$ composition analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus @ENVIRONMENT$ microbiome of leaf-cutter ants is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items -- the reference file linking metal tags to @ORGANISM$ individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) .","entity_pair","OCCUR_IN","We draw on a spatially-replicated dataset on Atlantic forest small mammals , consisting of 16 sampling sites divided between forests and matrix habitats in each of five 3600-ha landscapes ( varying from 5 % to 45 % @ENVIRONMENT$ cover ) , and on an a priori classification of @ORGANISM$ into habitat requirement categories ( forest specialists , habitat generalists and open-area specialists ) ."
"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items -- the reference file linking metal tags to @ORGANISM$ individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) .","entity_pair","HAVE","There is no enhancement of biological productivity over the MAR ; @ENVIRONMENT$ @ORGANISM$ are replaced by benthic fauna otherwise unable to survive in the mid ocean ."
"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items -- the reference file linking metal tags to @ORGANISM$ individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) .","entity_pair","NA","Here , we employ meta-analysis to provide a quantitative assessment of the effects of changes in land use and land management across a range of successional/extensification transitions ( conventional arable Ã¢â â no or reduced tillage Ã¢â â grassland Ã¢â â @ENVIRONMENT$ ) on community metrics for two functionally important soil taxa , @ORGANISM$ and fungi ."
"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items -- the reference file linking metal tags to @ORGANISM$ individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) .","entity_pair","NA","In a grassland biodiversity experiment , we addressed this gap by assessing @ENVIRONMENT$ decomposer and herbivore communities and linking their abundance and diversity to rates of decomposition and @ORGANISM$ ."
"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items -- the reference file linking metal tags to @ORGANISM$ individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) ( TagMBa original : Silver ID given by Martin , Anja , or Christian , in this case the tree was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , woody debris ) .","entity_pair","NA","Restoring stable @ENVIRONMENT$ functions also requires multiple @ORGANISM$ ."
"Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites .","entity_pair","INFLUENCE","Overall , positive net biodiversity effects were strongest during @PHENOMENA$ and increased with increasing @QUALITY$ of neighbours ."
"Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites .","entity_pair","HAVE","Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( top5_t : average of the five highest five minute intensities ( tipping-bucket ) -- average of the five highest five minute intensities ( tipping-bucket ) -- measured by the tipping-bucket rain gauge ) dimensionless real Precipitation Precipitation measured at the climate station or locally within sites ."
"Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites .","entity_pair","NA","( loss_o : average sandloss open field g m-2 -- -- ) real Deriving kinetic energy from @PHENOMENA$ @QUALITY$ is derived from sand loss out of splashcups ."
"Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites .","entity_pair","NA","Forests are hot beds of malaria transmission as they provide conditions such as vegetation cover , temperature , @PHENOMENA$ and @QUALITY$ that are conducive to distribution and survival of malaria vectors ."
"Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites .","entity_pair","NA","Ways to quantify @PHENOMENA$ : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; @QUALITY$ open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( thoughfall_mm : Throughfall as measured by the throughfall collecting bottles ) millimeter real Precipitation Precipitation measured at the climate station or locally within sites ."
"The effects of weather on fungal abundance and @QUALITY$ among 25 communities in the Intermountain West Background Because moisture and temperature influence the @PHENOMENA$ of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of fungi in habitats with different climate conditions .","entity_pair","INFLUENCE","Our meta-analysis shows a significant decline of the diversity and @QUALITY$ invertebrates in response to @PHENOMENA$ with anecic and endogeic earthworms causing the strongest effects . ."
"The effects of weather on fungal abundance and @QUALITY$ among 25 communities in the Intermountain West Background Because moisture and temperature influence the @PHENOMENA$ of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of fungi in habitats with different climate conditions .","entity_pair","HAVE","-- - The climate at Gutianshan NNR is warm and @QUALITY$ with a @PHENOMENA$ in November and December and with warm summers ( Fig ."
"The effects of weather on fungal abundance and @QUALITY$ among 25 communities in the Intermountain West Background Because moisture and temperature influence the @PHENOMENA$ of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of fungi in habitats with different climate conditions .","entity_pair","NA","Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - @QUALITY$ ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( thoughfall_mm : Throughfall as measured by the @PHENOMENA$ collecting bottles ) millimeter real Precipitation Precipitation measured at the climate station or locally within sites ."
"The effects of weather on fungal abundance and @QUALITY$ among 25 communities in the Intermountain West Background Because moisture and temperature influence the @PHENOMENA$ of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of fungi in habitats with different climate conditions .","entity_pair","NA","Policies that promote @QUALITY$ efficiency or conservation in the electric sector would reduce water withdrawn/manipulated by 27Ã¢â¬â36 m3GJÃ¢Ëâ1 ( 0.1Ã¢â¬â0.5 m3GJÃ¢Ëâ1 @PHENOMENA$ ) , while such policies in the liquid fuel sector would reduce withdrawal/manipulation by 0.4Ã¢â¬â0.7 m3GJÃ¢Ëâ1 ( 0.2Ã¢â¬â0.3 m3GJÃ¢Ëâ1 consumption ) ."
"The effects of weather on fungal abundance and @QUALITY$ among 25 communities in the Intermountain West Background Because moisture and temperature influence the @PHENOMENA$ of fungi , characterizing weather conditions favorable for fungi may be used to predict the abundance and richness of fungi in habitats with different climate conditions .","entity_pair","NA","Objectives were : Collect soil samples via stratified random sampling for composition analysis ; consult horticultural specialists to determine the best locations to outplant specific native plant species ; propagate 3 native Hawaiian plant species ( Cyperus pennatiformes , Chenopodium oahuense , Santalum ellipticum ) on Laysan Island in abundance and out-plant in the recommended @QUALITY$ during the @PHENOMENA$ of 2012 to test horticulturist recommendations ."
"( abun : Observed @QUALITY$ of caterpillars ) dimensionless real @ORGANISM$ count Counting the individuals of a given taxon , also called abundance .","entity_pair","HAVE","We measured above- and below-ground carbon stocks as well as the @QUALITY$ of four groups of plants and eight of @ORGANISM$ on 14 representative plots in Sulawesi , Indonesia , ranging from natural rainforest to cacao agroforests that have replaced former natural forest ."
"( abun : Observed @QUALITY$ of caterpillars ) dimensionless real @ORGANISM$ count Counting the individuals of a given taxon , also called abundance .","entity_pair","INFLUENCE","Using a combination of @QUALITY$ analyses , metagenomics , and whole-genome sequencing , we reveal that the fungus garden microbiome of leaf-cutter @ORGANISM$ is composed of a diverse community of bacteria with high plant biomass-degrading capacity ."
"( abun : Observed @QUALITY$ of caterpillars ) dimensionless real @ORGANISM$ count Counting the individuals of a given taxon , also called abundance .","entity_pair","NA","Here we analyse patterns of marine mammal @QUALITY$ based on predictions of global distributional ranges for 115 @ORGANISM$ , including all extant pinnipeds and cetaceans ."
"( abun : Observed @QUALITY$ of caterpillars ) dimensionless real @ORGANISM$ count Counting the individuals of a given taxon , also called abundance .","entity_pair","NA","We tested speciesspecific differences of crown area , @QUALITY$ and stem inclination using a mixed effects model with @ORGANISM$ as fixed effect and plot as random effect ."
"( abun : Observed @QUALITY$ of caterpillars ) dimensionless real @ORGANISM$ count Counting the individuals of a given taxon , also called abundance .","entity_pair","NA","Mind that the azimuth may have to be corrected given the date and location , since it depends on the magnetic field of the earth.CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , @QUALITY$ debris ) ; Datagroup description : CSP @ORGANISM$ individuals were marked mostly with metal tags but also additional tags were used ."
"The City of Austin s @PHENOMENA$ Prioritization serves as a decision support tool for locating tree planting sites for @LOCATION$ s October through March tree planting season .","entity_pair","OCCUR_IN","Around the Gutianshan NRR @PHENOMENA$ has occurred during the Great Leap Forward in the 1950s , as in most parts of @LOCATION$ ."
"The City of Austin s @PHENOMENA$ Prioritization serves as a decision support tool for locating tree planting sites for @LOCATION$ s October through March tree planting season .","entity_pair","OCCUR_IN","Sand-filled splash cups were used to study the erosivity of @PHENOMENA$ and throughfall in the humid subtropics of @LOCATION$ in spring and summer 2010 ."
"The City of Austin s @PHENOMENA$ Prioritization serves as a decision support tool for locating tree planting sites for @LOCATION$ s October through March tree planting season .","entity_pair","NA","CSPs : Kinetic energy of raindrops in the CSPs : characteristics of @PHENOMENA$ Thomas Scholten Peter KÃƒÂ¼hn Institute of Geography / Laboratory for Soil Science and Geoecology Eberhard Karls University @LOCATION$ ."
"The City of Austin s @PHENOMENA$ Prioritization serves as a decision support tool for locating tree planting sites for @LOCATION$ s October through March tree planting season .","entity_pair","NA","Insect @PHENOMENA$ and self-incompatibility in edible and/or medicinal crops in southwestern @LOCATION$ , a global hotspot of biodiversity ."
"The City of Austin s @PHENOMENA$ Prioritization serves as a decision support tool for locating tree planting sites for @LOCATION$ s October through March tree planting season .","entity_pair","NA","geological-surv_8fefeaa1-0632-46ac-bbc0-6f03393f360c GSI GEMAS European Geochemical Soil Analysis GSI GEMAS European Geochemical Soil Analysis The GEMAS dataset is based on low density geochemical sampling of @PHENOMENA$ ( Ap ) and grassland ( Gr ) soils across 34 @LOCATION$ ."
